,thumbnail,title,category,view_count,likes_count,dislikes_count,upload_date,video_length
37,https://i.ytimg.com/vi/Co9SMl_gd6s/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC8N096X1EpLabJ4ZzbvPhd4l_adA,다리 길이만 이 정도?? 3m 괴물 문어 먹방해보았습니다,코미디,"조회수 769,436회",9.8천개,495개,2019. 11. 25.,7:46
38,https://i.ytimg.com/vi/Ys9hJnKKFC0/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCTj0Dmevii1ogEQFOPeCkpZKZunQ,3000도 불에서 1초만에 삼겹살 구워버렸습니다,코미디,"조회수 544,131회",5.8천개,340개,2019. 11. 24.,5:35
39,https://i.ytimg.com/vi/AmmcXr4x9cU/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCG5IxuPH77MS3U_zeeQdElgquQXg,비싸서 시중에 안파는 특이한 훈제 치킨,코미디,"조회수 214,749회",3.2천개,167개,2019. 11. 22.,6:21
40,https://i.ytimg.com/vi/ZrGJCNkKRJk/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB-g6mFiGHNIntknfYaxoez2UddTQ,사람보다 큰 이무기 회쳐서 먹방,코미디,"조회수 413,388회",5.1천개,241개,2019. 11. 21.,6:34
41,https://i.ytimg.com/vi/7Rb7TIdcXBM/hqdefault.jpg?sqp=-oaymwEZCNACELwBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDfOYGEP2hJnNa879Z07Y0AZ0eqVw,오프로드 주행 중 연기가 나는 바람에 ..?!,코미디,"조회수 322,881회",4천개,214개,2019. 11. 21.,13:24
42,https://i.ytimg.com/vi/5OyBBd7kX_8/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA9EnR8vwkRVYWZ3LL_9-HHUAvlUQ,뱀술 만들고 신고 받았어요..이건 문제 없죠?,코미디,"조회수 365,504회",4.3천개,208개,2019. 11. 20.,6:12
43,https://i.ytimg.com/vi/337WYUe-aao/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC0ZVz_NNanHZENvqb8StplJmttwA,초간단 탕후루 10분 안에 실패 없이 만드는 방법,코미디,"조회수 548,433회",8.6천개,355개,2019. 11. 19.,10:49
44,https://i.ytimg.com/vi/x_OM9Mu4iSA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD6qnwl17l_3eJ9P2lsTQKyKDGw3Q,살아있는 뱀으로 술을 만들었습니다,코미디,"조회수 1,018,439회",1만개,1.6천개,2019. 11. 18.,6:17
45,https://i.ytimg.com/vi/xzHwVKHVcfI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAUq_AVWUvOSXjuZaz2RyyEiSxTDw,생방송 도중 진짜 도둑 맞았습니다,코미디,"조회수 509,023회",6.3천개,461개,2019. 11. 17.,10:49
46,https://i.ytimg.com/vi/9qaR2dOIjzk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAt4nYRg_V9UlguUD814GmqttJ3lg,영하 날씨 맨 몸 입수ㅠㅠ,코미디,"조회수 328,942회",5.7천개,251개,2019. 11. 15.,7:47
